qid,url,version,change type
14700370,http://stackoverflow.com/posts/14700370/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
13791059,http://stackoverflow.com/posts/13791059/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
,,7,-1
,,8,-1
18001749,http://stackoverflow.com/posts/18001749/revisions,2,-1
,,3,-1
,,4,-1
14579547,http://stackoverflow.com/posts/14579547/revisions,2,-1
9529181,http://stackoverflow.com/posts/9529181/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
14008158,http://stackoverflow.com/posts/14008158/revisions,2,-1
,,3,-1
,,4,-1
7241591,http://stackoverflow.com/posts/7241591/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
,,7,-1
9607008,http://stackoverflow.com/posts/9607008/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
4181857,http://stackoverflow.com/posts/4181857/revisions,2,-1
,,3,-1
6430562,http://stackoverflow.com/posts/6430562/revisions,2,-1
8977895,http://stackoverflow.com/posts/8977895/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
11284326,http://stackoverflow.com/posts/11284326/revisions,2,-1
,,3,-1
,,4,-1
7811729,http://stackoverflow.com/posts/7811729/revisions,2,-1
,,3,-1
16338792,http://stackoverflow.com/posts/16338792/revisions,2,-1
,,3,-1
17852050,http://stackoverflow.com/posts/17852050/revisions,2,-1
6389615,http://stackoverflow.com/posts/6389615/revisions,2,-1
15648628,http://stackoverflow.com/posts/15648628/revisions,2,-1
12654453,http://stackoverflow.com/posts/12654453/revisions,2,-1
,,3,-1
8447862,http://stackoverflow.com/posts/8447862/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
10964855,http://stackoverflow.com/posts/10964855/revisions,2,-1
,,3,-1
16815764,http://stackoverflow.com/posts/16815764/revisions,2,-1
10700669,http://stackoverflow.com/posts/10700669/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
11366272,http://stackoverflow.com/posts/11366272/revisions,2,-1
,,3,-1
,,4,-1
11540354,http://stackoverflow.com/posts/11540354/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
16199557,http://stackoverflow.com/posts/16199557/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
12263745,http://stackoverflow.com/posts/12263745/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
,,7,-1
,,8,-1
,,9,-1
,,10,-1
,,11,-1
,,12,-1
,,13,-1
,,14,-1
,,15,-1
,,16,-1
,,17,-1
16990088,http://stackoverflow.com/posts/16990088/revisions,2,-1
,,3,-1
,,4,-1
10182539,http://stackoverflow.com/posts/10182539/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
13369228,http://stackoverflow.com/posts/13369228/revisions,2,-1
10614082,http://stackoverflow.com/posts/10614082/revisions,2,-1
14866319,http://stackoverflow.com/posts/14866319/revisions,2,-1
,,3,-1
,,4,-1
8933264,http://stackoverflow.com/posts/8933264/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
4994985,http://stackoverflow.com/posts/4994985/revisions,2,-1
,,3,-1
,,4,-1
12903747,http://stackoverflow.com/posts/12903747/revisions,2,-1
,,3,-1
,,4,-1
12023997,http://stackoverflow.com/posts/12023997/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
8765335,http://stackoverflow.com/posts/8765335/revisions,2,-1
7717764,http://stackoverflow.com/posts/7717764/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
3639198,http://stackoverflow.com/posts/3639198/revisions,2,-1
,,3,-1
,,4,-1
16205727,http://stackoverflow.com/posts/16205727/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
14337952,http://stackoverflow.com/posts/14337952/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
9709473,http://stackoverflow.com/posts/9709473/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
2594726,http://stackoverflow.com/posts/2594726/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
14369777,http://stackoverflow.com/posts/14369777/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
4011944,http://stackoverflow.com/posts/4011944/revisions,2,-1
1884073,http://stackoverflow.com/posts/1884073/revisions,2,-1
,,3,-1
8674822,http://stackoverflow.com/posts/8674822/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
3164076,http://stackoverflow.com/posts/3164076/revisions,2,-1
,,3,-1
14632877,http://stackoverflow.com/posts/14632877/revisions,2,-1
,,3,-1
,,4,-1
13081692,http://stackoverflow.com/posts/13081692/revisions,2,-1
2758577,http://stackoverflow.com/posts/2758577/revisions,2,-1
,,3,-1
,,4,-1
10362804,http://stackoverflow.com/posts/10362804/revisions,2,-1
,,3,-1
,,4,-1
17934264,http://stackoverflow.com/posts/17934264/revisions,2,-1
,,3,-1
15488956,http://stackoverflow.com/posts/15488956/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
13523274,http://stackoverflow.com/posts/13523274/revisions,2,-1
3910646,http://stackoverflow.com/posts/3910646/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
9754087,http://stackoverflow.com/posts/9754087/revisions,2,-1
,,3,-1
8712137,http://stackoverflow.com/posts/8712137/revisions,2,-1
,,3,-1
16390090,http://stackoverflow.com/posts/16390090/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
11253707,http://stackoverflow.com/posts/11253707/revisions,2,-1
,,3,-1
13289421,http://stackoverflow.com/posts/13289421/revisions,2,-1
,,3,-1
17280974,http://stackoverflow.com/posts/17280974/revisions,2,-1
,,3,-1
,,4,-1
8493007,http://stackoverflow.com/posts/8493007/revisions,2,-1
2680786,http://stackoverflow.com/posts/2680786/revisions,2,-1
13787811,http://stackoverflow.com/posts/13787811/revisions,2,-1
6285269,http://stackoverflow.com/posts/6285269/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
16125913,http://stackoverflow.com/posts/16125913/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
,,7,-1
11450331,http://stackoverflow.com/posts/11450331/revisions,2,-1
,,3,-1
9035743,http://stackoverflow.com/posts/9035743/revisions,2,-1
,,3,-1
11224400,http://stackoverflow.com/posts/11224400/revisions,2,-1
,,3,-1
10682342,http://stackoverflow.com/posts/10682342/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
16179176,http://stackoverflow.com/posts/16179176/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
14026734,http://stackoverflow.com/posts/14026734/revisions,2,-1
,,3,-1
,,4,-1
4943859,http://stackoverflow.com/posts/4943859/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
8083445,http://stackoverflow.com/posts/8083445/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
8837114,http://stackoverflow.com/posts/8837114/revisions,2,-1
632831,http://stackoverflow.com/posts/632831/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
6386384,http://stackoverflow.com/posts/6386384/revisions,2,-1
,,3,-1
12914685,http://stackoverflow.com/posts/12914685/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
12198229,http://stackoverflow.com/posts/12198229/revisions,2,-1
,,3,-1
,,4,-1
,,5,-1
,,6,-1
,,7,-1
